3.356869882057642585e-01,8.026999831199645996e-01
7.061783469748066366e-01,9.355999827384948730e-01
7.582960066174269098e-01,8.065000176429748535e-01
7.520893350635571295e-02,9.520999789237976074e-01
7.883951002993679902e-01,7.597000002861022949e-01
8.736194307879014964e-01,9.208999872207641602e-01
5.635631249534808207e-01,9.144999980926513672e-01
1.234173400825994138e-01,9.236999750137329102e-01
1.809601763019784704e-01,8.244000077247619629e-01
7.276955258207632449e-01,9.107000231742858887e-01
5.799399973955726706e-01,7.067999839782714844e-01
4.026392012907415996e-01,9.153000116348266602e-01
3.879400415656170109e-01,9.491000175476074219e-01
1.072758566076920106e-01,5.688999891281127930e-01
7.684612409009730083e-01,9.430999755859375000e-01
5.757082270746982644e-01,8.130999803543090820e-01
1.018105614215113475e-01,5.871999859809875488e-01
6.580927978473057882e-01,8.357999920845031738e-01
7.228011574694814811e-01,9.027000069618225098e-01
7.726565841180145222e-01,9.050999879837036133e-01
7.596972333629383733e-01,1.951999962329864502e-01
9.521446534708277731e-01,9.118000268936157227e-01
2.166883800205503530e-01,9.442999958992004395e-01
2.353277437062547550e-01,9.366000294685363770e-01
8.378059824960240043e-01,9.160000085830688477e-01
2.704867103591808153e-01,9.282000064849853516e-01
5.736442294517027918e-01,8.924999833106994629e-01
1.935778317634632151e-01,8.033999800682067871e-01
6.299386860426885448e-01,8.410000205039978027e-01
7.572637016539165433e-01,9.050999879837036133e-01
2.528145072515636249e-01,9.190000295639038086e-01
5.390209908720862142e-01,8.751000165939331055e-01
6.926200275586883448e-01,7.390000224113464355e-01
5.898135940255079257e-01,9.358999729156494141e-01
6.296041271586930721e-01,8.907999992370605469e-01
3.649045517857996135e-01,9.196000099182128906e-01
5.000880698103562505e-01,8.281000256538391113e-01
2.164627995203641797e-01,8.873000144958496094e-01
2.714168349306290695e-01,8.377000093460083008e-01
1.980429321632378725e-01,9.325000047683715820e-01
7.645707948859843395e-01,6.511999964714050293e-01
7.778843040264341591e-01,8.385999798774719238e-01
9.656902264700416572e-01,7.659999728202819824e-01
9.360174822708858811e-01,8.661000132560729980e-01
2.552142561736100435e-01,9.467999935150146484e-01
7.315964398788820100e-01,9.059000015258789062e-01
3.967395345533875073e-01,9.363999962806701660e-01
2.346412859076696389e-02,9.408000111579895020e-01
9.143231342175579535e-01,9.083999991416931152e-01
4.831312896276327429e-01,7.129999995231628418e-01
7.135658913180876750e-01,9.290000200271606445e-01
6.521959886077424162e-01,7.353000044822692871e-01
2.570481405431148669e-01,7.843999862670898438e-01
8.445090828328961630e-01,7.365999817848205566e-01
1.238168370778984784e-01,8.248000144958496094e-01
4.813392500054812784e-01,8.219000101089477539e-01
5.149761887267572114e-01,9.086999893188476562e-01
7.078547149101729330e-01,8.368999958038330078e-01
7.302536568100579384e-01,9.283999800682067871e-01
3.655766393671933123e-03,8.582999706268310547e-01
2.051018528482734249e-01,9.481999874114990234e-01
4.645328253468327118e-01,8.210999965667724609e-01
5.822615222866107665e-01,9.156000018119812012e-01
9.013525989242966441e-01,8.970000147819519043e-01
5.528084678539029184e-01,8.359000086784362793e-01
5.781767446530199361e-01,8.367000222206115723e-01
9.612146155983072315e-01,6.205000281333923340e-01
8.961456103239628934e-01,8.891000151634216309e-01
8.031925424148037562e-01,9.279999732971191406e-01
2.381172241955223923e-01,9.294999837875366211e-01
6.690553455032566266e-01,7.056000232696533203e-01
9.216230565340910452e-02,9.136999845504760742e-01
4.402343868320445219e-01,9.380000233650207520e-01
2.005111265694441425e-01,8.439000248908996582e-01
7.877044196056386394e-01,9.006000161170959473e-01
6.107760502479377962e-01,8.474000096321105957e-01
5.312585820312086815e-01,8.100000023841857910e-01
6.360892696478499531e-01,9.099000096321105957e-01
1.119487476642666568e-01,8.806999921798706055e-01
1.883906197165428065e-01,9.241999983787536621e-01
6.814354547115324401e-01,8.763999938964843750e-01
6.229816092605705569e-01,8.808000087738037109e-01
4.358303180043390235e-01,7.879999876022338867e-01
7.260194976871592321e-01,9.286000132560729980e-01
6.114750742799714978e-01,9.459000229835510254e-01
9.728992969120134893e-01,8.967999815940856934e-01
9.682050759694013076e-01,8.914999961853027344e-01
8.005048136204662157e-01,8.034999966621398926e-01
4.861539692453792361e-01,9.168999791145324707e-01
6.788755188142843178e-01,7.688999772071838379e-01
6.081391665421915782e-01,8.148000240325927734e-01
5.983274720844390382e-01,9.013000130653381348e-01
3.501950808916490798e-01,9.036999940872192383e-01
5.976408395071851620e-01,9.178000092506408691e-01
8.666720791669302315e-02,8.704000115394592285e-01
7.730531121935897421e-01,8.869000077247619629e-01
7.558928326478255855e-01,8.195000290870666504e-01
9.908225776654870920e-01,9.219999909400939941e-01
7.744624277796218204e-01,9.172999858856201172e-01
2.157886834970702550e-01,7.500000000000000000e-01
